1/CM,Line_intensity,global upper quanta,global lower quanta,local upper quanta,local lower quanta
3581.040913,1.574e-22,          0 0 1,          0 0 0,  9  0  9      ,  9  2  8      
3581.04537,3.739e-25,          1 1 0,          0 1 0,  4  3  2      ,  5  2  3      
3581.123803,1.328e-29,          2 0 0,          1 0 0,  6  3  3      ,  5  4  2      
3581.12842,1.352e-22,          0 0 1,          0 0 0, 10  1  9      , 10  3  8      
3581.157712,1.633e-28,          2 0 0,          1 0 0,  2  2  0      ,  2  1  1      
3581.228026,8.309e-29,          0 0 2,          0 0 1,  1  0  1      ,  2  2  0      
3581.22914,2.958e-26,          0 0 1,          0 0 0,  8  5  4      ,  7  7  1      
3581.25557,2.696e-28,          1 0 1,          0 0 1,  4  4  0      ,  4  3  1      
3581.308528,2.567e-29,          0 0 2,          0 0 1,  6  0  6      ,  6  2  5      
3581.314519,1.561e-29,          0 3 0,          0 1 0, 12  6  6      , 13  3 11      
3581.33787,2.826e-24,          1 1 0,          0 1 0,  1  0  1      ,  2  1  2      
3581.40165,2.111e-24,          0 1 1,          0 1 0,  2  0  2      ,  3  2  1      
3581.455044,8.85e-25,          0 2 0,          0 0 0,  8  5  3      ,  8  2  6      
3581.515102,1.525e-28,          1 0 1,          0 0 1,  5  4  2      ,  5  3  3      
3581.723602,4.393e-29,          2 0 0,          0 0 1,  6  4  3      ,  5  4  2      
3581.84677,3.36e-25,          0 1 1,          0 1 0,  8  1  7      ,  8  3  6      
3581.886257,1.094e-23,          1 0 0,          0 0 0,  8  7  2      ,  9  6  3      
3582.02336,3.668e-24,          1 0 0,          0 0 0,  8  7  1      ,  9  6  4      
3582.154266,2.897e-27,          1 0 1,          1 0 0,  3  3  1      ,  3  3  0      
3582.19603,1.581e-29,          1 2 0,          0 2 0,  7  5  2      ,  8  4  5      
3582.22994,8.917e-26,          0 0 1,          0 0 0,  8  5  3      ,  7  7  0      
3582.289659,2.003e-28,          0 1 1,          0 1 0, 10  1 10      ,  9  3  7      
3582.36075,1.462e-29,          2 0 0,          0 0 1,  6  4  2      ,  5  4  1      
3582.36894,4.746e-22,          0 0 1,          0 0 0,  9  1  9      ,  9  1  8      
3582.490606,7.161e-29,          1 0 1,          0 0 1,  4  4  1      ,  4  3  2      
3582.53286,5.791e-26,          1 0 0,          0 0 0,  9  2  7      ,  8  5  4      
3582.534206,9.712e-28,          1 0 1,          1 0 0,  3  3  0      ,  3  3  1      
3582.59172,1.317e-27,          1 0 1,          1 0 0,  4  3  1      ,  4  3  2      
3582.70122,5.031e-26,          1 0 0,          0 0 0,  9  9  1      , 10  8  2      
3582.70189,1.509e-25,          1 0 0,          0 0 0,  9  9  0      , 10  8  3      
3582.716615,9.189e-22,          1 0 0,          0 0 0,  4  2  2      ,  4  3  1      
3582.74089,1.59e-24,          0 2 0,          0 0 0,  9  5  4      ,  9  2  7      
3582.83001,1.49e-25,          1 1 0,          0 1 0,  6  4  2      ,  7  3  5      
3583.067923,2.677e-29,          0 2 0,          0 0 0, 12 11  1      , 13 10  4      
3583.069743,8.03e-29,          0 2 0,          0 0 0, 12 11  2      , 13 10  3      
3583.110568,1.152e-28,          2 0 0,          1 0 0,  5  2  3      ,  5  1  4      
3583.20579,1.502e-24,          1 0 0,          0 0 0,  7  0  7      ,  6  3  4      
3583.353668,2.928e-29,          0 0 2,          0 0 1,  3  1  2      ,  3  3  1      
3583.35952,1.412e-29,          0 3 0,          0 1 0, 11  4  7      , 12  1 12      
3583.37854,5.114e-22,          1 0 0,          0 0 0,  3  2  2      ,  4  1  3      
3583.464332,2.307e-28,          1 0 0,          0 0 0, 12  3  9      , 11  6  6      
3583.473796,5.755e-28,          0 0 2,          0 0 1,  3  3  0      ,  4  3  1      
3583.60336,2.542e-24,          1 1 0,          0 1 0,  2  1  2      ,  3  0  3      
3583.6635,3.643e-21,          1 0 0,          0 0 0,  2  0  2      ,  3  1  3      
3583.70975,6.643e-22,          1 0 0,          0 0 0,  7  2  5      ,  7  3  4      
3583.771881,1.681e-28,          0 3 0,          0 1 0,  9  6  3      , 10  3  8      
3584.039099,6.015e-28,          0 1 1,          0 1 0,  6  3  4      ,  5  5  1      
3584.158976,1.676e-27,          0 2 0,          0 0 0, 16  2 14      , 15  3 13      
3584.177249,1.023e-27,          0 0 2,          0 0 1,  4  0  4      ,  5  0  5      
3584.32825,1.291e-24,          1 0 0,          0 0 0,  4  3  2      ,  5  2  3      
3584.51858,2.228e-28,          0 0 2,          0 0 1,  3  3  1      ,  4  3  2      
3584.824385,5.881e-27,          1 2 0,          0 2 0,  4  3  2      ,  5  2  3      
3584.901625,2.281e-26,          1 0 0,          0 0 0, 10  1  9      ,  9  4  6      
3584.948223,3.006e-29,          2 0 0,          0 0 1,  8  0  8      ,  7  0  7      
3585.039406,1.879e-28,          1 0 1,          1 0 0,  5  3  2      ,  5  3  3      
3585.046507,1.015e-28,          2 0 0,          0 0 1,  8  1  8      ,  7  1  7      
3585.13604,1.881e-24,          0 0 1,          0 0 0,  6  0  6      ,  5  4  1      
3585.24771,1.812e-21,          1 0 0,          0 0 0,  6  4  2      ,  7  3  5      
3585.291282,2.957e-27,          0 0 2,          0 0 1,  4  1  4      ,  5  1  5      
3585.620676,3.067e-27,          0 0 2,          0 0 1,  3  1  2      ,  4  1  3      
3585.65203,1.043e-23,          0 1 1,          0 1 0,  5  1  4      ,  6  1  5      
3585.73577,5.055e-27,          0 2 0,          0 0 0, 16  3 14      , 15  2 13      
3585.8565,1.278e-22,          0 0 1,          0 0 0,  5  2  3      ,  5  4  2      
3585.921113,1.013e-29,          0 2 0,          0 0 0, 12  9  3      , 11 10  2      
3585.922342,3.04e-29,          0 2 0,          0 0 0, 12  9  4      , 11 10  1      
3585.993637,3.262e-29,          1 2 0,          0 2 0,  6  4  2      ,  7  3  5      
3586.107358,2.237e-26,          1 0 0,          0 0 0, 12  2 11      , 11  3  8      
3586.2271,3.927e-24,          0 2 0,          0 0 0,  7  5  2      ,  7  2  5      
3586.257715,2.827e-27,          1 0 1,          1 0 0,  1  1  1      ,  1  1  0      
3586.274969,3.068e-29,          1 0 1,          0 0 1,  2  2  0      ,  1  1  1      
3586.406986,2.362e-28,          0 1 1,          0 1 0,  9  4  6      ,  8  6  3      
3586.54295,3.706e-20,          0 0 1,          0 0 0,  6  1  5      ,  7  1  6      
3586.561099,2.67e-27,          0 2 0,          0 0 0, 11  4  7      , 12  1 12      
3586.60355,5.001e-21,          0 0 1,          0 0 0,  5  3  2      ,  6  3  3      
3586.603686,1.038e-29,          1 0 1,          1 0 0,  2  2  0      ,  3  0  3      
3586.609414,1.283e-27,          1 0 1,          1 0 0,  2  2  1      ,  2  2  0      
3586.746089,3.135e-24,          0 2 0,          0 0 0,  8  2  6      ,  7  1  7      
3586.91785,5.29e-24,          0 2 0,          0 0 0,  7  3  5      ,  6  0  6      
3586.95522,8.856e-21,          0 0 1,          0 0 0,  6  2  5      ,  7  2  6      
3586.965878,5.522e-28,          1 0 0,          0 0 0, 13  2 11      , 12  5  8      
3586.99757,1.482e-22,          0 2 0,          0 0 0,  6  5  2      ,  5  4  1      
3587.096621,1.248e-28,          0 0 2,          0 0 1,  6  1  6      ,  6  1  5      
3587.10789,1.787e-21,          1 0 0,          0 0 0,  5  2  3      ,  5  3  2      
3587.24656,4.931e-23,          0 2 0,          0 0 0,  6  5  1      ,  5  4  2      
3587.255819,1.09e-26,          0 1 1,          0 1 0, 11  3  9      , 11  3  8      
3587.48862,5.625e-22,          1 0 0,          0 0 0,  6  1  5      ,  6  2  4      
3587.77897,4.423e-21,          0 0 1,          0 0 0,  5  4  1      ,  6  4  2      
3587.899904,2.618e-29,          2 0 0,          0 0 1,  7  2  6      ,  6  2  5      
3587.923172,6.332e-29,          1 2 0,          0 2 0,  7  3  4      ,  8  2  7      
3587.93319,1.441e-29,          0 0 2,          0 0 1,  4  1  3      ,  4  3  2      
3587.9755,4.26e-22,          1 0 0,          0 0 0,  6  2  4      ,  6  3  3      
3588.00912,5.01e-25,          0 0 1,          0 0 0,  5  0  5      ,  4  4  0      
3588.01859,4.78e-25,          1 1 0,          0 1 0,  4  1  3      ,  4  2  2      
3588.059216,4.66e-29,          2 0 0,          0 0 1,  6  2  4      ,  5  2  3      
3588.37662,2.13e-23,          0 1 1,          0 1 0,  5  2  4      ,  6  2  5      
3588.508049,2.807e-29,          2 0 0,          1 0 0,  7  3  4      ,  7  2  5      
3588.52414,4.027e-25,          1 1 0,          0 1 0,  2  1  1      ,  2  2  0      
3588.5472,1.328e-20,          0 0 1,          0 0 0,  5  4  2      ,  6  4  3      
3588.70783,6.95e-29,          1 2 0,          0 2 0,  6  3  3      ,  7  2  6      
3588.710215,1.184e-20,          0 0 1,          0 0 0,  7  0  7      ,  8  0  8      
3588.7496,3.514e-20,          0 0 1,          0 0 0,  7  1  7      ,  8  1  8      
3588.793037,1.83e-27,          0 3 0,          0 1 0,  5  4  2      ,  4  1  3      
3588.889842,3.06e-28,          1 2 0,          0 2 0,  2  0  2      ,  2  1  1      
3588.979012,1.764e-27,          1 1 0,          0 1 0,  8  7  2      ,  9  6  3      
3588.979669,1.503e-27,          0 0 1,          0 0 0, 14  7  7      , 15  5 10      
3589.02377,2.848e-26,          0 2 1,          0 2 0,  4  1  3      ,  5  1  4      
3589.062391,5.879e-28,          1 1 0,          0 1 0,  8  7  1      ,  9  6  4      
3589.090945,4.689e-29,          0 0 2,          0 0 1,  5  1  4      ,  5  3  3      
3589.09622,4.06e-25,          0 1 1,          0 1 0,  7  0  7      ,  7  2  6      
3589.10558,1.36e-25,          0 1 1,          0 1 0,  9  2  8      ,  9  2  7      
3589.284509,3.833e-27,          1 0 1,          1 0 0,  2  2  0      ,  2  2  1      
3589.386222,2.058e-29,          2 0 0,          1 0 0,  6  3  3      ,  6  2  4      
3589.508684,9.446e-27,          0 2 0,          0 0 0, 13  7  6      , 13  6  7      
3589.591003,4.649e-23,          0 0 1,          0 0 0, 10  2  9      , 10  2  8      
3589.72394,7.106e-23,          0 0 1,          0 0 0, 10  2  8      , 10  4  7      
3589.747284,1.036e-28,          2 0 0,          0 0 1,  7  1  6      ,  6  1  5      
3589.79773,1.325e-24,          1 0 0,          0 0 0,  4  0  4      ,  3  3  1      
3590.01498,3.576e-26,          0 2 0,          0 0 0, 13  4 10      , 12  3  9      
3590.04339,3.12e-29,          1 0 1,          0 0 1,  5  1  5      ,  4  0  4      
3590.078612,3.692e-29,          0 0 1,          0 0 0, 15 13  3      , 15 13  2      
3590.078613,1.231e-29,          0 0 1,          0 0 0, 15 13  2      , 15 13  3      
3590.16539,5.176e-24,          0 1 1,          0 1 0,  4  4  0      ,  5  4  1      
3590.21205,1.582e-24,          1 1 0,          0 1 0,  3  1  2      ,  3  2  1      
3590.23831,1.249e-21,          1 0 0,          0 0 0,  3  1  3      ,  3  2  2      
3590.30672,1.829e-24,          0 1 1,          0 1 0,  4  4  1      ,  5  4  2      
3590.334838,7.212e-28,          0 0 2,          0 0 1,  3  2  2      ,  4  2  3      
3590.43117,3.055e-23,          0 1 1,          0 1 0,  6  0  6      ,  7  0  7      
3590.463474,9.396e-24,          0 2 0,          0 0 0,  6  6  0      ,  7  3  5      
3590.62636,1.01e-23,          0 1 1,          0 1 0,  6  1  6      ,  7  1  7      
3590.757984,1.753e-29,          2 0 0,          0 0 1,  6  3  3      ,  5  3  2      
3590.837225,3.885e-28,          0 1 1,          0 1 0, 13  4 10      , 13  4  9      
3590.853487,2.094e-29,          0 2 0,          0 0 0, 14  8  7      , 13  9  4      
3590.86206,2.645e-23,          1 0 0,          0 0 0,  7  6  2      ,  8  5  3      
3591.34716,1.117e-24,          1 0 0,          0 0 0,  6  0  6      ,  5  3  3      
3591.369316,2.663e-27,          0 0 1,          0 0 0, 11  6  6      , 10  8  3      
3591.60876,7.927e-23,          1 0 0,          0 0 0,  7  6  1      ,  8  5  4      
3591.62659,1.938e-28,          1 0 1,          1 0 0,  6  3  3      ,  6  3  4      
3591.68987,1.46e-24,          1 0 0,          0 0 0,  7  1  6      ,  6  4  3      
3591.77969,2.61e-25,          1 1 0,          0 1 0,  6  3  3      ,  7  2  6      
3591.842351,9.93e-26,          0 2 0,          0 0 0, 10  5  5      , 10  2  8      
3591.959316,3.12e-29,          0 2 0,          0 0 0, 20  2 19      , 19  1 18      
3591.971591,1.039e-29,          0 2 0,          0 0 0, 20  1 19      , 19  2 18      
3591.99252,1.063e-27,          0 2 0,          0 0 0, 15  4 11      , 14  5 10      
3592.173457,1.994e-28,          0 3 0,          0 1 0, 11  4  7      , 11  1 10      
3592.318673,1.038e-29,          1 0 1,          1 0 0,  3  0  3      ,  2  2  0      
3592.338178,2.971e-29,          1 0 1,          0 0 1,  6  2  4      ,  5  3  3      
3592.68426,1.43e-25,          1 1 0,          0 1 0,  7  3  4      ,  8  2  7      
3592.757433,3.671e-29,          2 0 0,          1 0 0,  4  1  3      ,  4  0  4      
3592.857648,6.534e-27,          0 2 1,          0 2 0,  4  2  3      ,  5  2  4      
3592.997053,5.416e-28,          1 0 1,          1 0 0,  3  2  1      ,  3  2  2      
3593.19743,1.727e-20,          0 0 1,          0 0 0,  5  2  3      ,  6  2  4      
3593.25839,2.342e-25,          1 0 0,          0 0 0,  9  1  8      ,  8  4  5      
3593.37586,2.352e-24,          0 2 0,          0 0 0,  5  4  2      ,  4  1  3      
3593.41894,7.282e-23,          0 0 1,          0 0 0,  4  1  4      ,  4  3  1      
3593.421893,9.025e-28,          0 0 1,          0 0 0, 11  6  5      , 10  8  2      
3593.477958,6.725e-29,          0 3 0,          0 1 0,  9  5  4      ,  9  2  7      
3593.591464,9.504e-27,          0 2 1,          0 2 0,  5  0  5      ,  6  0  6      
3593.767967,1.794e-29,          2 0 0,          1 0 0,  6  2  4      ,  6  1  5      
3593.79119,5.368e-24,          1 0 0,          0 0 0,  5  0  5      ,  4  3  2      
3593.97452,5.046e-22,          0 0 1,          0 0 0,  6  2  4      ,  6  4  3      
3594.08409,1.333e-26,          0 0 1,          0 0 0, 12  1 12      , 11  3  9      
3594.107099,7.975e-27,          1 0 0,          0 0 0, 10  2  8      ,  9  5  5      
3594.128051,7.824e-29,          0 0 1,          0 0 0, 14 13  2      , 14 13  1      
3594.128062,2.348e-28,          0 0 1,          0 0 0, 14 13  1      , 14 13  2      
3594.28309,2.773e-26,          0 2 1,          0 2 0,  5  1  5      ,  6  1  6      
3594.513999,1.11e-28,          2 0 0,          1 0 0,  5  3  2      ,  5  2  3      
3594.518166,1.041e-29,          0 1 1,          0 1 0, 12 11  1      , 12 11  2      
3594.526706,1.331e-29,          2 0 0,          1 0 0,  2  2  1      ,  2  1  2      
3594.58749,2.15e-24,          0 2 0,          0 0 0,  6  5  1      ,  6  2  4      
3594.612254,1.898e-29,          1 0 0,          0 0 0, 15  3 13      , 14  4 10      
3594.66761,1.75e-28,          0 0 2,          0 0 1,  5  0  5      ,  5  2  4      
3594.694545,1.263e-26,          0 2 0,          0 0 0, 12  7  5      , 12  6  6      
3594.73733,2.58e-25,          1 1 0,          0 1 0,  5  4  2      ,  6  3  3      
3595.03494,2.48e-25,          0 1 1,          0 1 0,  7  1  6      ,  7  3  5      
3595.058096,1.506e-28,          1 0 0,          0 0 0, 13  3 10      , 12  6  7      
3595.108002,7.057e-29,          0 3 0,          0 1 0,  8  6  2      ,  9  3  7      
3595.128036,5.644e-28,          0 2 1,          0 2 0,  5  0  5      ,  5  2  4      
3595.32404,5.195e-28,          1 0 0,          0 0 0, 12  2 10      , 11  5  7      
3595.32595,2.309e-20,          0 0 1,          0 0 0,  5  3  3      ,  6  3  4      
3595.458521,6.666e-28,          1 0 0,          0 0 0, 15  6 10      , 16  3 13      
3595.48275,6.023e-22,          1 0 0,          0 0 0,  6  5  2      ,  7  4  3      
3595.84504,2.183e-25,          1 0 0,          0 0 0,  8  1  7      ,  7  4  4      
3595.961175,1.411e-24,          1 0 0,          0 0 0,  8  8  1      ,  9  7  2      
3595.96579,4.728e-25,          1 0 0,          0 0 0,  8  8  0      ,  9  7  3      
3595.993319,1.786e-29,          1 1 0,          0 1 0, 13  4  9      , 14  3 12      
3595.99829,2.92e-24,          0 2 0,          0 0 0,  7  7  0      ,  7  6  1      
3596.00303,9.467e-25,          0 2 0,          0 0 0,  7  7  1      ,  7  6  2      
3596.015009,3.188e-28,          1 0 0,          0 0 0, 16  6 11      , 17  3 14      
3596.147984,2.008e-27,          0 1 1,          0 1 0,  6  3  3      ,  5  5  0      
3596.193895,2.056e-29,          1 0 1,          0 0 1,  3  2  2      ,  2  1  1      
3596.23781,5.605e-21,          1 0 0,          0 0 0,  5  4  2      ,  6  3  3      
3596.275147,4.394e-27,          1 1 0,          0 1 0,  7  6  2      ,  8  5  3      
3596.29098,1.103e-26,          1 0 0,          0 0 0, 14  6  9      , 15  3 12      
3596.349543,1.807e-28,          1 2 0,          0 2 0,  1  1  1      ,  2  0  2      
3596.354547,4.363e-29,          1 0 0,          0 0 0, 15  7  9      , 16  4 12      
3596.432129,8.478e-28,          0 3 0,          0 1 0,  8  5  3      ,  8  2  6      
3596.50314,1.591e-27,          0 0 1,          0 0 0, 15  2 14      , 14  4 11      
3596.552458,1.228e-28,          0 2 0,          0 0 0, 15  7  9      , 15  6 10      
3596.60554,7.933e-28,          1 2 0,          0 2 0,  1  0  1      ,  1  1  0      
3596.60797,1.4e-26,          0 0 1,          0 0 0, 13  5  8      , 14  3 11      
3596.687439,9.381e-28,          1 0 1,          1 0 0,  1  1  0      ,  1  1  1      
3596.755786,1.738e-27,          0 2 0,          0 0 0, 14  7  8      , 14  6  9      
3596.77711,1.317e-26,          1 1 0,          0 1 0,  7  6  1      ,  8  5  4      
3597.01707,1.205e-29,          0 4 0,          0 2 0,  7  5  3      ,  6  4  2      
3597.07638,1.766e-23,          0 1 1,          0 1 0,  4  3  1      ,  5  3  2      
3597.179489,4.759e-29,          0 1 1,          0 1 0, 11 11  1      , 11 11  0      
3597.179491,1.587e-29,          0 1 1,          0 1 0, 11 11  0      , 11 11  1      
3597.199362,6.39e-26,          1 0 0,          0 0 0, 13  4  9      , 14  3 12      
3597.231833,1.302e-28,          0 3 0,          0 1 0, 10  5  5      , 10  2  8      
3597.237839,2.134e-28,          2 0 0,          1 0 0,  2  1  2      ,  1  0  1      
3597.27856,2.103e-24,          1 1 0,          0 1 0,  3  0  3      ,  3  1  2      
3597.320787,7.08e-25,          0 2 0,          0 0 0,  8  7  1      ,  8  6  2      
3597.350374,2.122e-24,          0 2 0,          0 0 0,  8  7  2      ,  8  6  3      
3597.357414,5.871e-29,          0 2 0,          0 0 0, 16  7 10      , 16  6 11      
3597.38043,1.371e-25,          0 2 0,          0 0 0, 11  7  4      , 11  6  5      
3597.486769,2.846e-27,          0 2 0,          0 0 0, 13  7  7      , 13  6  8      
3597.53786,3.596e-29,          0 1 1,          0 1 0, 12  5  7      , 13  3 10      
3597.597728,1.831e-26,          0 3 0,          0 1 0,  7  5  3      ,  6  4  2      
3597.617977,4.736e-28,          1 2 0,          0 2 0,  5  3  2      ,  6  2  5      
3597.86486,3.659e-29,          0 4 0,          0 2 0,  7  5  2      ,  6  4  3      
3597.906168,4.136e-28,          0 0 1,          0 0 0, 13 13  0      , 13 13  1      
3597.906174,1.241e-27,          0 0 1,          0 0 0, 13 13  1      , 13 13  0      
3598.051057,1.263e-29,          2 0 0,          0 0 1,  7  3  5      ,  6  3  4      
3598.08507,6.971e-27,          1 0 0,          0 0 0, 11  2  9      , 10  5  6      
3598.131777,7.905e-21,          1 0 0,          0 0 0,  2  1  2      ,  3  0  3      
3598.18525,1.16e-24,          0 1 1,          0 1 0,  7  1  7      ,  7  1  6      
3598.195418,1.178e-24,          0 2 0,          0 0 0,  9  7  2      ,  9  6  3      
3598.27539,2.243e-29,          0 2 1,          0 2 0,  5  1  5      ,  4  3  2      
3598.28047,3.614e-26,          0 2 0,          0 0 0, 12  7  6      , 12  6  7      
3598.332174,3.8e-25,          0 2 0,          0 0 0,  9  7  3      ,  9  6  4      
3598.349368,1.35e-25,          0 2 0,          0 0 0, 10  7  3      , 10  6  4      
3598.372275,1.68e-29,          1 0 0,          0 0 0, 17  6 12      , 18  3 15      
3598.461511,5.481e-26,          0 3 0,          0 1 0,  7  5  2      ,  6  4  3      
3598.48751,4.364e-26,          0 0 1,          0 0 0, 12  0 12      , 11  2  9      
3598.592294,1.855e-29,          0 2 0,          0 0 0, 14  7  7      , 15  4 12      
3598.60305,2.63e-21,          1 0 0,          0 0 0,  6  3  3      ,  7  2  6      
3598.659124,1.287e-28,          2 0 0,          1 0 0,  3  0  3      ,  2  1  2      
3598.72446,1.028e-25,          0 0 1,          0 0 0, 12  5  7      , 13  3 10      
3598.784551,4.294e-28,          1 1 0,          0 1 0,  7  1  7      ,  6  2  4      
3598.793791,4.36e-26,          0 2 0,          0 0 0, 11  7  5      , 11  6  6      
3598.829491,4.05e-25,          0 2 0,          0 0 0, 10  7  4      , 10  6  5      
3598.8598,1.248e-25,          0 1 1,          0 1 0,  3  1  2      ,  3  3  1      
3598.90939,5.865e-23,          0 0 1,          0 0 0,  9  2  7      ,  9  4  6      
3598.97661,1.931e-22,          1 0 0,          0 0 0,  6  5  1      ,  7  4  4      
3599.05736,3.61e-23,          0 1 1,          0 1 0,  4  2  2      ,  5  2  3      
3599.103295,1.883e-29,          1 1 0,          0 1 0,  9  9  0      , 10  8  3      
3599.198623,8.591e-26,          1 1 0,          0 1 0,  6  5  2      ,  7  4  3      
3599.302307,3.106e-29,          0 3 1,          0 3 0,  4  0  4      ,  5  0  5      
3599.304123,5.135e-29,          2 0 0,          0 0 1,  9  0  9      ,  8  0  8      
3599.306481,1.708e-29,          2 0 0,          0 0 1,  9  1  9      ,  8  1  8      
3599.39192,6.565e-22,          1 0 0,          0 0 0,  7  3  4      ,  8  2  7      
3599.52004,1.388e-21,          1 0 0,          0 0 0,  4  0  4      ,  4  1  3      
3599.560648,1.615e-29,          0 3 1,          0 3 0,  3  2  2      ,  4  2  3      
3599.673696,3.819e-29,          1 0 1,          1 0 0,  4  0  4      ,  3  2  1      
3599.7428,4.739e-24,          1 1 0,          0 1 0,  5  3  2      ,  6  2  5      
3599.84717,5.934e-24,          0 1 1,          0 1 0,  4  3  2      ,  5  3  3      
3599.897827,3.773e-27,          0 2 0,          0 0 0, 15  3 12      , 14  4 11      
3599.900452,1.445e-28,          0 2 0,          0 0 0, 13  7  6      , 14  4 11      
3599.991802,3.261e-21,          1 0 0,          0 0 0,  2  1  2      ,  2  2  1      
3600.008474,6.473e-25,          1 1 0,          0 1 0,  0  0  0      ,  1  1  1      
3600.065379,8.308e-29,          0 2 1,          0 2 0,  8  2  7      ,  8  2  6      
3600.09024,3.39e-25,          0 2 0,          0 0 0,  7  4  4      ,  7  1  7      
3600.102037,1.999e-27,          0 3 0,          0 1 0,  7  7  0      ,  7  6  1      
3600.102261,6.663e-28,          0 3 0,          0 1 0,  7  7  1      ,  7  6  2      
3600.2054,1.593e-22,          0 0 1,          0 0 0,  7  2  5      ,  7  4  4      
3600.379731,3.917e-29,          1 2 0,          0 2 0,  2  2  1      ,  3  1  2      
3600.490612,5.025e-28,          0 3 0,          0 1 0,  7  4  4      ,  7  1  7      
3600.628977,4.125e-28,          0 2 1,          0 2 0,  6  1  6      ,  6  1  5      
3600.694745,1.14e-29,          1 0 1,          0 0 1,  5  5  1      ,  5  4  2      
3600.715897,4.034e-29,          1 2 0,          0 2 0,  5  4  2      ,  6  3  3      
3600.75965,1.28e-22,          0 0 1,          0 0 0,  9  1  8      ,  9  3  7      
3600.95735,9.255e-21,          1 0 0,          0 0 0,  1  0  1      ,  2  1  2      
3601.02669,5.858e-21,          1 0 0,          0 0 0,  5  3  2      ,  6  2  5      
3601.050357,5.825e-28,          1 0 1,          1 0 0,  4  2  2      ,  4  2  3      
3601.309554,4.812e-29,          0 2 0,          0 0 0, 11 11  1      , 12 10  2      
3601.310393,1.443e-28,          0 2 0,          0 0 0, 11 11  0      , 12 10  3      
3601.440272,4.861e-28,          0 3 0,          0 1 0,  8  7  1      ,  8  6  2      
3601.459754,1.458e-27,          0 3 0,          0 1 0,  8  7  2      ,  8  6  3      
3601.568511,1.821e-29,          0 0 1,          0 0 0, 16 12  4      , 16 12  5      
3601.755513,1.037e-28,          0 3 0,          0 1 0, 11  7  4      , 11  6  5      
3601.760883,2.82e-29,          0 3 0,          0 1 0, 12  7  6      , 12  6  7      
3601.76357,4.994e-29,          2 0 0,          0 0 1,  8  2  7      ,  7  2  6      
3601.84742,2.831e-26,          1 1 0,          0 1 0,  6  5  1      ,  7  4  4      
3601.86776,1.245e-29,          2 0 0,          1 0 0,  3  2  2      ,  3  1  3      
3602.11727,1.161e-26,          1 1 0,          0 1 0,  8  3  5      ,  9  2  8      
3602.196045,1.199e-28,          0 2 0,          0 0 0, 15  6  9      , 16  3 14      
3602.242753,1.14e-29,          0 2 0,          0 0 0, 16  5 11      , 15  6 10      
3602.33185,5.496e-29,          2 0 0,          1 0 0,  4  3  1      ,  4  2  2      
3602.332253,7.147e-28,          0 3 0,          0 1 0,  9  7  2      ,  9  6  3      
3602.35372,3.35e-22,          0 0 1,          0 0 0,  8  2  6      ,  8  4  5      
3602.380512,1.175e-29,          2 0 0,          0 0 1,  7  5  2      ,  6  5  1      
3602.415182,2.683e-28,          0 3 0,          0 1 0,  9  7  3      ,  9  6  4      
3602.420635,1.948e-29,          0 2 0,          0 0 0, 15  7  8      , 16  4 13      
3602.447543,2.282e-29,          0 0 2,          0 0 1,  7  2  6      ,  7  2  5      
3602.49031,1.162e-21,          0 0 1,          0 0 0,  8  0  8      ,  8  2  7      
3602.537155,1.053e-28,          0 3 0,          0 1 0, 10  7  3      , 10  6  4      
3602.622454,3.413e-29,          0 3 0,          0 1 0, 11  7  5      , 11  6  6      
3602.711485,3.658e-28,          0 3 0,          0 1 0,  4  4  0      ,  3  1  3      
3602.767226,1.01e-25,          0 0 1,          0 0 0,  9  5  5      ,  8  7  2      
3602.835689,2.769e-28,          0 3 0,          0 1 0, 10  7  4      , 10  6  5      
3602.885824,1.853e-29,          1 0 1,          1 0 0,  7  3  4      ,  7  3  5      
3603.02543,3.412e-21,          1 0 0,          0 0 0,  5  1  4      ,  5  2  3      
3603.03414,1.101e-24,          0 1 1,          0 1 0,  6  1  5      ,  6  3  4      
3603.217725,1.742e-29,          2 0 0,          0 0 1,  8  1  7      ,  7  1  6      
3603.22587,2.694e-27,          0 2 1,          0 2 0,  3  3  0      ,  4  3  1      
3603.343336,3.952e-27,          0 0 2,          0 0 1,  3  0  3      ,  4  0  4      
3603.46985,8.77e-25,          0 1 1,          0 1 0,  4  1  3      ,  4  3  2      
3603.645355,2.693e-27,          0 1 1,          0 1 0,  7  3  5      ,  6  5  2      
3603.806979,1.367e-27,          0 2 0,          0 0 0,  5  5  1      ,  6  0  6      
3603.812168,2.334e-27,          0 1 1,          0 1 0,  9  1  9      ,  8  3  6      
3603.926977,8.084e-27,          0 2 1,          0 2 0,  3  3  1      ,  4  3  2      
3604.001561,3.389e-23,          0 2 0,          0 0 0,  5  5  0      ,  5  2  3      
3604.030121,2.15e-29,          1 0 1,          0 0 1,  6  0  6      ,  5  1  5      
3604.23521,1.054e-28,          0 3 0,          0 1 0, 10  3  7      , 10  0 10      
3604.250722,2.476e-27,          0 3 0,          0 1 0,  7  5  2      ,  7  2  5      
3604.49745,3.74e-25,          0 2 0,          0 0 0,  4  4  0      ,  3  1  3      
3604.553091,1.641e-29,          0 1 1,          0 1 0, 12  2 11      , 11  4  8      
3604.65304,8.63e-25,          1 0 0,          0 0 0,  8  1  8      ,  7  2  5      
3604.754904,1.238e-27,          0 0 2,          0 0 1,  3  1  3      ,  4  1  4      
