1/CM,Line_intensity,global upper quanta,global lower quanta,local upper quanta,local lower quanta
1549.365603,9.625e-30,          1 1 0,          1 0 0,  7  4  3      ,  8  3  6      
1549.5676,6.459e-27,          0 3 0,          0 2 0,  3  2  1      ,  4  1  4      
1549.64169,1.867e-20,          0 1 0,          0 0 0,  6  2  4      ,  6  3  3      
1549.938474,1.482e-29,          0 1 1,          0 0 1,  6  3  3      ,  7  2  6      
1550.091304,4.028e-29,          0 3 0,          0 2 0,  8  3  5      ,  9  2  8      
1550.23594,2.959e-20,          0 1 0,          0 0 0,  7  2  5      ,  7  3  4      
1550.271951,2.738e-29,          0 1 1,          1 0 0,  5  2  4      ,  6  2  5      
1550.374228,1.069e-26,          0 1 0,          0 0 0, 13 10  3      , 13 11  2      
1550.375421,3.563e-27,          0 1 0,          0 0 0, 13 10  4      , 13 11  3      
1550.392187,2.142e-27,          0 3 0,          0 2 0,  5  3  2      ,  6  2  5      
1550.664916,4.532e-28,          0 0 0,          0 0 0, 15  7  9      , 14  0 14      
1550.816355,8.879e-30,          0 1 0,          0 0 0, 15  5 10      , 14  8  7      
1551.229821,1.215e-27,          0 3 0,          0 2 0,  4  2  2      ,  5  1  5      
1551.351501,3.589e-27,          0 1 1,          0 0 1,  2  0  2      ,  2  1  1      
1551.353275,4.558e-28,          1 1 0,          1 0 0,  2  2  1      ,  3  1  2      
1551.494932,2.514e-29,          0 0 0,          0 0 0, 19  8 11      , 18  3 16      
1551.736766,1.126e-26,          0 1 0,          0 0 0, 12 10  2      , 12 11  1      
1551.736767,3.379e-26,          0 1 0,          0 0 0, 12 10  3      , 12 11  2      
1551.85124,5.185e-30,          0 1 0,          0 0 0, 18  2 16      , 17  5 13      
1551.956439,8.617e-29,          0 1 0,          0 0 0, 15  8  8      , 16  7  9      
1551.985039,2.109e-27,          0 2 0,          0 1 0, 11  4  7      , 12  3 10      
1552.07556,4.145e-30,          0 2 0,          0 1 0, 11 10  2      , 11 11  1      
1552.075561,1.244e-29,          0 2 0,          0 1 0, 11 10  1      , 11 11  0      
1552.387322,1.624e-28,          1 0 0,          0 1 0,  7  3  5      ,  7  6  2      
1552.504733,8.255e-29,          0 3 0,          0 2 0,  9  2  8      ,  8  3  5      
1552.63809,5.304e-23,          0 1 0,          0 0 0,  9  4  5      , 10  3  8      
1552.63974,8.095e-25,          0 2 0,          0 1 0,  6  4  3      ,  7  3  4      
1553.0054,1.234e-22,          0 1 0,          0 0 0,  7  1  6      ,  6  4  3      
1553.038651,7.218e-26,          0 1 0,          0 0 0, 11 10  1      , 11 11  0      
1553.038667,2.406e-26,          0 1 0,          0 0 0, 11 10  2      , 11 11  1      
1553.54185,2.047e-27,          1 1 0,          1 0 0,  2  0  2      ,  2  1  1      
1553.601035,7.75e-30,          0 1 1,          1 0 0,  5  3  3      ,  6  3  4      
1553.733523,4.725e-27,          0 3 0,          0 2 0,  6  2  5      ,  5  3  2      
1554.120047,3.614e-27,          0 2 0,          0 1 0, 11  2 10      , 10  3  7      
1554.35234,1.363e-19,          0 1 0,          0 0 0,  5  1  4      ,  5  2  3      
1554.42875,4.94e-24,          0 1 0,          0 0 0, 11  1 10      , 10  4  7      
1554.484376,3.356e-27,          0 1 0,          0 0 0, 14  5  9      , 15  4 12      
1554.644717,6.953e-30,          0 1 1,          1 0 0,  7  2  5      ,  7  4  4      
1554.70514,1.306e-29,          0 1 1,          0 0 1,  5  3  2      ,  6  2  5      
1554.839684,6.989e-29,          1 0 0,          0 1 0, 12  1 11      , 12  4  8      
1554.845774,3.984e-28,          1 0 0,          0 1 0,  9  2  8      , 10  3  7      
1554.846228,1.935e-28,          0 0 0,          0 0 0, 16  9  8      , 15  2 13      
1554.934635,9.474e-30,          0 1 1,          0 0 1,  5  4  2      ,  6  3  3      
1555.23868,6.579e-26,          0 3 0,          0 2 0,  2  1  1      ,  2  0  2      
1555.25383,4.445e-25,          0 2 0,          0 1 0,  6  3  3      ,  7  2  6      
1555.25698,1.666e-22,          0 1 0,          0 0 0,  8  1  8      ,  7  2  5      
1555.45887,6.415e-23,          0 1 0,          0 0 0,  8  4  4      ,  9  3  7      
1556.02488,1.222e-21,          0 1 0,          0 0 0,  6  4  3      ,  7  3  4      
1556.062932,1.306e-29,          0 1 1,          0 0 1,  6  4  2      ,  7  3  5      
1556.225071,2.108e-27,          0 3 0,          0 2 0,  2  2  0      ,  3  1  3      
1556.50472,4.129e-24,          0 2 0,          0 1 0,  3  1  3      ,  2  2  0      
1557.088651,7.691e-30,          1 1 0,          1 0 0,  6  3  3      ,  7  2  6      
1557.216158,5.519e-30,          0 1 1,          0 0 1,  7  1  7      ,  6  2  4      
1557.225281,4.946e-29,          1 1 0,          0 0 1,  5  1  4      ,  5  1  5      
1557.48603,5.538e-20,          0 1 0,          0 0 0,  2  1  1      ,  2  2  0      
1557.60918,6.316e-20,          0 1 0,          0 0 0,  0  0  0      ,  1  1  1      
1557.67104,4.466e-25,          0 2 0,          0 1 0,  7  3  4      ,  8  2  7      
1557.761225,1.18e-29,          0 1 1,          1 0 0,  5  1  5      ,  6  1  6      
1557.77152,1.321e-24,          0 1 0,          0 0 0, 11  6  5      , 12  5  8      
1557.851214,4.932e-28,          0 0 1,          0 1 0,  7  4  4      ,  8  6  3      
1557.889393,1.072e-27,          0 1 1,          0 0 1,  1  0  1      ,  1  1  0      
1557.92818,4.576e-28,          0 3 0,          0 2 0,  6  4  3      ,  7  3  4      
1558.121126,2.374e-28,          0 3 0,          0 2 0,  7  4  3      ,  8  3  6      
1558.20169,3.88e-25,          0 2 0,          0 1 0,  7  4  3      ,  8  3  6      
1558.305,7.705e-21,          0 1 0,          0 0 0,  4  3  2      ,  5  2  3      
1558.53089,2.518e-19,          0 1 0,          0 0 0,  3  0  3      ,  3  1  2      
1558.66935,3.709e-24,          0 1 0,          0 0 0, 10  4  6      , 11  3  9      
1558.947979,2.235e-28,          1 0 0,          0 1 0,  6  3  4      ,  6  6  1      
1559.03491,2.484e-26,          0 1 0,          0 0 0, 13  7  6      , 14  6  9      
1559.288465,4.158e-30,          0 1 0,          0 0 0, 17 11  6      , 17 12  5      
1559.39759,1.008e-22,          0 1 0,          0 0 0,  8  5  4      ,  9  4  5      
1559.57907,1.944e-24,          0 2 0,          0 1 0,  5  1  5      ,  4  2  2      
1559.69013,6.939e-20,          0 1 0,          0 0 0,  4  1  3      ,  4  2  2      
1559.71001,3.706e-23,          0 1 0,          0 0 0,  9  5  4      , 10  4  7      
1559.911805,5.436e-27,          1 1 0,          1 0 0,  1  0  1      ,  1  1  0      
1560.115709,2.356e-26,          0 2 0,          0 1 0,  9  5  4      , 10  4  7      
1560.252803,2.521e-28,          0 3 0,          0 2 0,  6  4  3      ,  5  5  0      
1560.25708,2.327e-19,          0 1 0,          0 0 0,  3  1  2      ,  3  2  1      
1560.276378,5.978e-29,          0 4 0,          0 3 0,  3  1  3      ,  2  0  2      
1560.337097,5.084e-30,          0 0 1,          0 1 0, 12  1 11      , 12  5  8      
1560.418119,1.53e-28,          1 0 0,          0 1 0,  4  2  2      ,  5  5  1      
1560.594034,8.515e-29,          0 3 0,          0 2 0,  6  4  2      ,  5  5  1      
1560.707141,1.692e-27,          0 3 0,          0 2 0,  6  3  4      ,  5  4  1      
1561.238243,3.664e-27,          0 1 0,          0 0 0, 13  4  9      , 12  7  6      
1561.307989,2.498e-29,          0 1 0,          0 0 0, 16 11  6      , 16 12  5      
1561.308765,8.328e-30,          0 1 0,          0 0 0, 16 11  5      , 16 12  4      
1561.432888,8.729e-28,          0 3 0,          0 2 0,  8  2  7      ,  7  3  4      
1561.44495,2.865e-24,          0 2 0,          0 1 0,  5  3  2      ,  6  2  5      
1561.581601,2.014e-29,          0 1 0,          0 0 0, 18  3 16      , 17  4 13      
1561.618733,7.956e-28,          0 3 0,          0 2 0,  7  2  6      ,  6  3  3      
1561.638193,4.42e-29,          1 1 0,          1 0 0,  5  3  2      ,  6  2  5      
1561.887002,7.347e-30,          1 1 0,          1 0 0,  7  3  4      ,  8  2  7      
1562.008724,2.194e-28,          0 0 1,          0 1 0,  7  4  3      ,  8  6  2      
1562.097152,3.998e-29,          0 1 1,          0 0 1,  4  3  1      ,  5  2  4      
1562.172971,1.448e-27,          0 3 0,          0 2 0,  5  2  3      ,  6  1  6      
1562.26118,5.54e-24,          0 1 0,          0 0 0, 10  1  9      ,  9  4  6      
1562.280895,2.491e-28,          0 1 0,          0 0 0, 15  8  7      , 16  7 10      
1562.36912,1.159e-23,          0 2 0,          0 1 0,  4  1  4      ,  3  2  1      
1562.600732,8.161e-30,          0 0 1,          0 1 0,  6  2  5      ,  6  6  0      
1562.61015,3.015e-23,          0 1 0,          0 0 0,  8  1  7      ,  7  4  4      
1563.226178,1.305e-28,          0 1 0,          0 0 0, 15 11  4      , 15 12  3      
1563.226221,4.351e-29,          0 1 0,          0 0 0, 15 11  5      , 15 12  4      
1563.23131,1.024e-23,          0 1 0,          0 0 0,  9  2  7      ,  8  5  4      
1563.334235,1.403e-29,          1 0 0,          0 1 0, 13  4  9      , 14  5 10      
1563.821019,6.087e-29,          0 1 1,          0 0 1,  3  3  1      ,  4  2  2      
1564.38374,1.484e-28,          0 4 0,          0 3 0,  5  0  5      ,  4  1  4      
1564.654115,5.838e-28,          0 2 0,          0 1 0, 11  6  5      , 12  5  8      
1564.748214,9.677e-28,          0 3 0,          0 2 0,  4  3  1      ,  5  2  4      
1564.87629,3.527e-20,          0 1 0,          0 0 0,  1  1  1      ,  2  0  2      
1564.9658,6.298e-30,          1 1 0,          1 0 0,  6  4  2      ,  7  3  5      
1565.052713,5.748e-28,          0 1 0,          0 0 0, 14 11  4      , 14 12  3      
1565.05308,1.928e-28,          0 1 0,          0 0 0, 14 11  3      , 14 12  2      
1565.209154,1.575e-28,          0 1 0,          0 0 0, 17  2 15      , 16  5 12      
1565.264334,5.933e-26,          0 2 0,          0 1 0,  8  5  4      ,  9  4  5      
1565.37136,4.48e-23,          0 1 0,          0 0 0,  9  1  8      ,  8  4  5      
1565.533392,7.581e-30,          1 1 0,          0 2 0,  7  5  2      ,  8  6  3      
1565.70974,4.423e-24,          0 1 0,          0 0 0, 10  6  5      , 11  5  6      
1565.717827,4.593e-30,          1 2 0,          1 1 0,  1  1  0      ,  1  0  1      
